8056,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8033740,-1,0.3,0,0,100,400056,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9056,0,-1,0,0,0,0,[0|0|0|0]
8057,DSL Treasured Emboldening Talisman of Emboldening,0,0,[0|0|0],8033830,-1,0.3,0,0,100,400057,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9057,0,-1,8033840,0,0,0,[0|0|0|0]
8058,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8033870,-1,0.3,0,0,100,400058,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9058,0,-1,0,0,0,0,[0|0|0|0]
8059,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8033910,-1,0.3,0,0,100,400059,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9059,0,-1,0,0,0,0,[0|0|0|0]
8060,DSL Ancestral Talisman of Fury,0,0,[0|0|0],8033950,-1,0.3,0,0,100,400060,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9060,0,-1,0,0,0,0,[0|0|0|0]
8061,DSL Ancestral Talisman of Emboldening,0,0,[0|0|0],8033990,-1,0.3,0,0,100,400061,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9061,0,-1,0,0,0,0,[0|0|0|0]
8062,DSL Ancestral Emboldening Talisman of Fury,0,0,[0|0|0],8034030,-1,0.3,0,0,100,400062,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9062,0,-1,8034040,0,0,0,[0|0|0|0]
8063,DSL Treasured Talisman of Restoration,0,0,[0|0|0],8034130,-1,0.3,0,0,100,400063,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9063,0,-1,0,0,0,0,[0|0|0|0]
8064,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8034170,-1,0.3,0,0,100,400064,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9064,0,-1,0,0,0,0,[0|0|0|0]
8065,DSL Legendary Emboldening Talisman of Fury,0,0,[0|0|0],8034210,-1,0.3,0,0,100,400065,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9065,0,-1,8034220,0,0,0,[0|0|0|0]
8066,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8034300,-1,0.3,0,0,100,400066,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9066,0,-1,0,0,0,0,[0|0|0|0]
8067,DSL Treasured Restorative Emboldened Talisman of Emboldening,0,0,[0|0|0],8034340,-1,0.3,0,0,100,400067,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9067,0,-1,8034350,8034360,0,0,[0|0|0|0]
8068,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8034380,-1,0.3,0,0,100,400068,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9068,0,-1,0,0,0,0,[0|0|0|0]
8069,DSL Treasured Emboldening Talisman of Emboldening,0,0,[0|0|0],8034450,-1,0.3,0,0,100,400069,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9069,0,-1,8034460,0,0,0,[0|0|0|0]
8070,DSL Ancestral Furious Talisman of Restoration,0,0,[0|0|0],8034490,-1,0.3,0,0,100,400070,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9070,0,-1,8034500,0,0,0,[0|0|0|0]
8071,DSL Legendary Furious Talisman of Emboldening,0,0,[0|0|0],8034530,-1,0.3,0,0,100,400071,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9071,0,-1,8034540,0,0,0,[0|0|0|0]
8072,DSL Treasured Talisman of Fury,0,0,[0|0|0],8034580,-1,0.3,0,0,100,400072,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9072,0,-1,0,0,0,0,[0|0|0|0]
8073,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8034620,-1,0.3,0,0,100,400073,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9073,0,-1,0,0,0,0,[0|0|0|0]
8074,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8034660,-1,0.3,0,0,100,400074,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9074,0,-1,0,0,0,0,[0|0|0|0]
8075,DSL Legendary Furious Talisman of Restoration,0,0,[0|0|0],8034700,-1,0.3,0,0,100,400075,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9075,0,-1,8034710,0,0,0,[0|0|0|0]
8076,DSL Ancestral Talisman of Fury,0,0,[0|0|0],8034740,-1,0.3,0,0,100,400076,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9076,0,-1,0,0,0,0,[0|0|0|0]
8077,DSL Ancestral Restorative Talisman of Restoration,0,0,[0|0|0],8034780,-1,0.3,0,0,100,400077,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9077,0,-1,8034790,0,0,0,[0|0|0|0]
8078,DSL Ancestral Furious Talisman of Restoration,0,0,[0|0|0],8034960,-1,0.3,0,0,100,400078,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9078,0,-1,8034970,0,0,0,[0|0|0|0]
8079,DSL Ancestral Talisman of Fury,0,0,[0|0|0],8035000,-1,0.3,0,0,100,400079,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9079,0,-1,0,0,0,0,[0|0|0|0]
8080,DSL Legendary Talisman of Restoration,0,0,[0|0|0],8035040,-1,0.3,0,0,100,400080,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9080,0,-1,0,0,0,0,[0|0|0|0]
8081,DSL Treasured Talisman of Fury,0,0,[0|0|0],8035080,-1,0.3,0,0,100,400081,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9081,0,-1,0,0,0,0,[0|0|0|0]
8082,DSL Ancestral Talisman of Emboldening,0,0,[0|0|0],8035120,-1,0.3,0,0,100,400082,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9082,0,-1,0,0,0,0,[0|0|0|0]
8083,DSL Legendary Talisman of Restoration,0,0,[0|0|0],8035160,-1,0.3,0,0,100,400083,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9083,0,-1,0,0,0,0,[0|0|0|0]
8084,DSL Treasured Restorative Talisman of Fury,0,0,[0|0|0],8035280,-1,0.3,0,0,100,400084,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9084,0,-1,8035290,0,0,0,[0|0|0|0]
8085,DSL Legendary Talisman of Restoration,0,0,[0|0|0],8035320,-1,0.3,0,0,100,400085,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9085,0,-1,0,0,0,0,[0|0|0|0]
8086,DSL Legendary Emboldening Talisman of Emboldening,0,0,[0|0|0],8035360,-1,0.3,0,0,100,400086,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9086,0,-1,8035370,0,0,0,[0|0|0|0]
8087,DSL Ancestral Talisman of Fury,0,0,[0|0|0],8035410,-1,0.3,0,0,100,400087,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9087,0,-1,0,0,0,0,[0|0|0|0]
8088,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8035450,-1,0.3,0,0,100,400088,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9088,0,-1,0,0,0,0,[0|0|0|0]
8089,DSL Ancestral Talisman of Fury,0,0,[0|0|0],8035490,-1,0.3,0,0,100,400089,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9089,0,-1,0,0,0,0,[0|0|0|0]
8090,DSL Ancestral Emboldening Talisman of Emboldening,0,0,[0|0|0],8035530,-1,0.3,0,0,100,400090,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9090,0,-1,8035540,0,0,0,[0|0|0|0]
8091,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8035570,-1,0.3,0,0,100,400091,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9091,0,-1,0,0,0,0,[0|0|0|0]
8092,DSL Ancestral Fury Talisman of Fury,0,0,[0|0|0],8035610,-1,0.3,0,0,100,400092,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9092,0,-1,0,8035630,0,0,[0|0|0|0]
8093,DSL Legendary Talisman of Emboldening,0,0,[0|0|0],8035680,-1,0.3,0,0,100,400093,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9093,0,-1,0,0,0,0,[0|0|0|0]
8094,DSL Legendary Talisman of Fury,0,0,[0|0|0],8035720,-1,0.3,0,0,100,400094,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9094,0,-1,0,0,0,0,[0|0|0|0]
8095,DSL Legendary Talisman of Restoration,0,0,[0|0|0],8035760,-1,0.3,0,0,100,400095,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,9095,0,-1,0,0,0,0,[0|0|0|0]
8096,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8035830,-1,0.3,0,0,100,400096,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9096,0,-1,0,0,0,0,[0|0|0|0]
8097,DSL Ancestral Talisman of Emboldening,0,0,[0|0|0],8035870,-1,0.3,0,0,100,400097,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9097,0,-1,0,0,0,0,[0|0|0|0]
8098,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8035910,-1,0.3,0,0,100,400098,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9098,0,-1,0,0,0,0,[0|0|0|0]
8099,DSL Ancestral Talisman of Restoration,0,0,[0|0|0],8036020,-1,0.3,0,0,100,400099,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9099,0,-1,0,0,0,0,[0|0|0|0]
8100,DSL Treasured Talisman of Emboldening,0,0,[0|0|0],8036060,-1,0.3,0,0,100,400100,0,0,18000,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,9100,0,-1,0,0,0,0,[0|0|0|0]
